#Table: J/AJ/137/3100/table4.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
Scl-1119|1R  |4354.749|01 00 02.16 -33 40 52.4|19.36| 1.11| 103.6| 2.2| 0.49|0.05| 0.50|0.12|0.999|     |   |     |
Scl-1120|1R  |4354.749|00 59 56.46 -33 49 35.4|20.07| 1.07| 103.8| 4.1| 0.40|0.16| 0.67|0.24|0.998|     |   |     |
Scl-1121|1R  |4354.749|01 00 01.26 -33 47 34.6|19.00| 1.27| 109.6| 3.6| 0.40|0.05| 0.47|0.12|1.000|     |   |     |
Scl-1122|1R  |4354.749|00 59 51.41 -33 47 25.9|19.25| 1.21| 113.3| 3.2| 0.32|0.10| 0.63|0.14|1.000|116.3|1.7| 0.53|0.11
Scl-1122|3R  |4363.625|00 59 51.41 -33 47 25.9|19.25| 1.21| 117.6| 2.1| 0.40|0.08| 0.37|0.17|     |     |   |     |
Scl-1123|1R  |4354.749|01 00 13.89 -33 41 22.5|20.14| 1.12|-127.8| 3.0| 0.52|0.15| 0.57|0.19|0.000|     |   |     |
Scl-1124|1R  |4354.749|01 00 13.04 -33 42 24.1|20.35| 0.87| 101.1| 1.2| 0.38|0.03| 0.44|0.09|1.000|     |   |     |
Scl-1125|1R  |4354.749|01 00 15.18 -33 43 11.1|18.09| 1.40| 109.4| 2.1| 0.29|0.05| 0.50|0.10|1.000|     |   |     |
Scl-1126|1R  |4354.749|01 00 15.78 -33 44 14.9|19.75| 1.14| 107.6| 6.8| 0.57|0.08| 0.28|0.28|1.000|     |   |     |
Scl-1127|1R  |4354.749|01 00 17.62 -33 44 11.1|18.50| 1.31| 113.2| 1.3| 0.40|0.03| 0.46|0.09|1.000|     |   |     |
Scl-1128|1R  |4354.749|01 00 17.60 -33 41 11.5|19.12| 1.18| 114.0| 3.4| 0.45|0.05| 0.39|0.12|1.000|     |   |     |
Scl-1129|1R  |4354.749|01 00 24.88 -33 43 19.4|20.00| 0.96| 103.6| 8.6| 0.32|0.09| 0.26|0.18|1.000|     |   |     |
Scl-1130|1R  |4354.749|01 00 23.29 -33 44 17.5|19.20| 1.13| 110.4| 5.0| 0.39|0.06| 0.50|0.11|1.000|     |   |     |
Scl-1131|1R  |4354.749|01 00 14.94 -33 52 04.5|20.13| 1.06|-151.2|11.5|     |    | 0.27|0.30|0.000|     |   |     |
Scl-1132|1R  |4354.749|01 00 17.60 -33 46 55.0|18.13| 1.31| 106.4| 2.0| 0.39|0.03| 0.35|0.09|1.000|     |   |     |
Scl-1133|1R  |4354.749|01 00 18.69 -33 46 39.6|19.77| 1.02| 112.0|11.2| 0.33|0.09| 0.39|0.16|1.000|     |   |     |
Scl-1134|1R  |4354.749|01 00 18.75 -33 45 21.1|19.37| 0.98| 111.2| 7.0| 0.27|0.11| 0.30|0.17|1.000|     |   |     |
Scl-1135|1R  |4354.749|01 00 12.68 -33 48 43.1|19.24| 1.17| 119.3| 3.1| 0.23|0.08| 0.51|0.11|1.000|     |   |     |
Scl-1136|1R  |4354.749|01 00 10.03 -33 48 31.9|20.18| 1.12| 170.0| 6.8| 0.49|0.15| 0.31|0.26|0.036|     |   |     |
Scl-1137|1R  |4354.749|01 00 14.57 -33 47 11.4|18.10| 1.32| 107.5| 1.1| 0.37|0.03| 0.47|0.09|1.000|     |   |     |
Scl-1138|1R  |4354.749|01 00 12.87 -33 46 58.0|19.58| 1.11| 115.4| 8.2| 0.15|0.10| 0.14|0.17|1.000|     |   |     |
Scl-1139|1R  |4354.749|01 00 09.34 -33 46 12.8|20.15| 1.05| 114.2|11.3| 0.35|0.10| 0.39|0.17|1.000|     |   |     |
Scl-1140|1R  |4354.749|01 00 11.73 -33 44 50.3|17.90| 1.32| 109.2| 1.2| 0.29|0.03| 0.24|0.09|1.000|109.9|0.9| 0.27|0.06
Scl-1140|3R  |4363.625|01 00 11.73 -33 44 50.3|17.90| 1.32| 110.9| 1.4| 0.34|0.03| 0.30|0.09|     |     |   |     |
Scl-1141|1R  |4354.749|01 00 25.55 -33 41 06.6|19.58| 1.18| 111.1|12.1| 0.40|0.07| 0.55|0.13|0.999|     |   |     |
Scl-1142|1R  |4354.749|01 00 30.31 -33 40 56.5|20.11| 0.94| 125.0| 6.7| 0.20|0.15| 0.50|0.23|0.999|     |   |     |
Scl-1143|1R  |4354.749|01 00 30.83 -33 41 46.0|19.77| 0.87| 222.8| 6.5|     |    | 0.48|0.21|0.000|     |   |     |
Scl-1144|1R  |4354.749|01 00 36.60 -33 36 34.0|19.89| 1.04|-119.6| 4.5|     |    |     |    |0.000|     |   |     |
Scl-1145|1R  |4354.749|01 00 40.60 -33 40 42.0|19.91| 1.18| 108.0| 4.3| 0.47|0.12| 0.50|0.19|0.999|     |   |     |
Scl-1146|1R  |4354.749|01 00 48.63 -33 48 50.7|19.27| 1.13| 113.1| 7.9| 0.29|0.18| 0.58|0.20|0.999|     |   |     |
Scl-1147|3B  |4357.711|00 59 21.72 -33 39 46.6|20.39| 1.02|  94.2| 4.2| 0.39|0.14| 0.46|0.17|0.997|     |   |     |
Scl-1148|3B  |4357.711|00 59 30.87 -33 39 08.7|20.19| 0.84|  97.3| 4.4|     |    | 0.08|0.20|0.999|     |   |     |
Scl-1149|3B  |4357.711|00 59 17.35 -33 46 37.8|20.19| 1.12| 113.1| 4.2| 0.39|0.08| 0.66|0.12|0.997|     |   |     |
Scl-1150|3B  |4357.711|00 59 05.86 -33 42 05.3|20.30| 1.03| 108.1| 5.2| 0.30|0.09| 0.41|0.14|1.000|     |   |     |
Scl-1151|3B  |4357.711|00 58 51.64 -33 41 59.9|20.32| 1.08|  92.6| 5.9| 0.10|0.17| 0.62|0.19|0.983|     |   |     |
Scl-1152|3B  |4357.711|00 59 46.88 -33 33 54.0|20.36| 0.91| 123.8| 4.2| 0.63|0.07| 0.28|0.29|1.000|     |   |     |
Scl-1153|3B  |4357.711|00 59 45.21 -33 38 56.4|20.32| 0.76|  71.0| 3.5| 0.27|0.07| 0.53|0.15|0.096|     |   |     |
Scl-1154|3B  |4357.711|00 59 53.17 -33 39 57.8|20.29| 0.80| 100.2| 3.7|     |    | 0.62|0.11|0.995|     |   |     |
Scl-1155|3B  |4357.711|00 59 57.80 -33 39 55.7|20.41| 0.84| 105.9| 5.7|     |    | 0.20|0.30|1.000|     |   |     |
Scl-1156|3B  |4357.711|00 59 56.25 -33 47 25.6|20.48| 1.08| 116.2| 4.8| 0.44|0.07| 0.45|0.19|1.000|     |   |     |
Scl-1157|3B  |4357.711|00 59 44.65 -33 47 50.6|20.41| 1.04| 126.0| 5.9| 0.16|0.14| 0.73|0.14|0.990|     |   |     |
Scl-1158|3B  |4357.711|00 59 46.42 -33 46 30.7|20.36| 0.84| 109.4| 5.5| 0.34|0.07| 0.08|0.21|1.000|     |   |     |
Scl-1159|3B  |4357.711|00 59 41.72 -33 44 38.9|20.41| 1.02|  99.5| 4.4| 0.29|0.07| 0.32|0.17|0.999|     |   |     |
Scl-1160|3B  |4357.711|00 59 50.52 -33 41 36.5|20.22| 0.99| 100.7| 4.2| 0.41|0.05| 0.43|0.13|0.999|     |   |     |
Scl-1161|3B  |4357.711|01 00 05.79 -33 39 20.5|20.30| 0.87|  98.8| 5.3| 0.31|0.09| 0.54|0.13|0.998|     |   |     |
Scl-1162|3B  |4357.711|01 00 01.45 -33 40 24.8|20.37| 0.85|  95.3| 4.8| 0.33|0.08| 0.39|0.15|0.999|     |   |     |
Scl-1163|3B  |4357.711|01 00 13.56 -33 40 02.9|20.48| 0.91| 113.8| 5.1|     |    |     |    |0.999|     |   |     |
Scl-1164|3B  |4357.711|01 00 11.72 -33 40 21.7|20.35| 0.79|  86.8| 4.4| 0.46|0.08| 0.37|0.21|0.988|     |   |     |
Scl-1165|3B  |4357.711|01 00 06.64 -33 40 03.0|20.20| 1.13| 116.6| 4.2| 0.19|0.09| 0.48|0.19|1.000|     |   |     |
Scl-1166|3B  |4357.711|01 00 08.97 -33 40 43.6|20.21| 1.11| 114.4| 5.8| 0.52|0.07| 0.54|0.18|0.999|     |   |     |
Scl-1167|3B  |4357.711|01 00 04.02 -33 45 42.0|20.41| 0.97|  98.7| 4.1| 0.09|0.51|-0.11|0.17|1.000|102.7|2.4| 0.19|0.07
Scl-1167|1B  |4685.730|01 00 04.02 -33 45 42.0|20.41| 0.97| 104.8| 3.0|     |    | 0.27|0.08|     |     |   |     |
Scl-1168|3B  |4357.711|01 00 02.87 -33 44 06.4|20.19| 1.09| 110.8| 4.0| 0.37|0.14| 0.16|0.16|1.000|     |   |     |
Scl-1169|3B  |4357.711|00 59 57.11 -33 43 40.7|20.33| 0.97| 113.2| 5.1| 0.60|0.13| 0.26|0.16|1.000|     |   |     |
Scl-1170|3R  |4357.711|00 59 15.13 -33 38 13.3|18.94| 1.16| 114.8| 5.5| 0.50|0.10| 0.39|0.23|1.000|     |   |     |
Scl-1171|3R  |4357.711|00 59 32.44 -33 44 11.7|18.97| 1.13| 116.2| 6.0| 0.21|0.14| 0.41|0.19|1.000|     |   |     |
Scl-1172|3R  |4357.711|00 59 22.55 -33 40 44.3|19.09| 1.16| 100.9| 4.5| 0.22|0.10| 0.46|0.14|0.999|     |   |     |
Scl-1173|3R  |4357.711|00 59 51.75 -33 43 55.7|18.82| 1.14| 128.4| 1.4| 0.45|0.05| 0.35|0.13|1.000|     |   |     |
Scl-1174|3R  |4357.711|01 00 00.05 -33 37 28.2|18.69| 1.22| 107.8| 2.2| 0.38|0.07| 0.53|0.13|0.999|     |   |     |
Scl-1175|3R  |4357.711|00 59 52.62 -33 38 56.2|18.65| 1.22| 101.3| 9.2| 0.36|0.12| 0.27|0.23|0.999|     |   |     |
Scl-1176|3R  |4357.711|00 59 19.95 -33 46 02.4|20.04| 1.08| 114.6|10.4| 0.32|0.22| 0.51|0.30|0.999|     |   |     |
Scl-1177|3R  |4357.711|00 59 24.45 -33 44 31.9|20.01| 1.03| 123.5|12.0| 0.43|0.14| 0.40|0.31|0.999|     |   |     |
Scl-1178|3R  |4357.711|00 59 21.66 -33 41 01.8|18.29| 1.26| 102.5| 1.4| 0.34|0.05| 0.43|0.11|1.000|     |   |     |
Scl-1179|3R  |4357.711|00 58 57.39 -33 45 07.0|20.18| 1.03|  94.1| 7.5| 0.37|0.43| 0.48|0.42|0.992|     |   |     |
Scl-1180|3R  |4357.711|00 59 20.67 -33 42 19.0|19.44| 1.14| 113.4| 3.7| 0.33|0.16| 0.48|0.19|0.999|     |   |     |
Scl-1181|3R  |4357.711|00 59 33.63 -33 49 10.1|18.26| 1.23| 124.5| 2.1| 0.30|0.08| 0.25|0.15|1.000|     |   |     |
Scl-1182|3R  |4357.711|00 59 45.37 -33 45 34.2|19.50| 1.09| 117.5| 6.4| 0.25|0.11| 0.26|0.19|1.000|     |   |     |
Scl-1183|3R  |4357.711|00 59 42.57 -33 42 18.2|17.65| 1.50| 103.5| 1.1| 0.42|0.03| 0.41|0.10|1.000|     |   |     |
Scl-1184|3R  |4357.711|00 59 36.00 -33 41 09.4|20.03| 1.13| 117.3| 8.0| 0.23|0.19| 0.07|0.28|1.000|     |   |     |
Scl-1185|3R  |4357.711|00 59 34.19 -33 40 49.2|19.51| 1.16| 115.9| 3.0| 0.39|0.08| 0.34|0.18|1.000|     |   |     |
Scl-1186|3R  |4357.711|00 59 26.86 -33 40 29.1|18.80| 1.20| 110.7| 2.3| 0.33|0.07| 0.52|0.12|0.999|     |   |     |
Scl-1187|3R  |4357.711|00 59 38.39 -33 45 10.7|17.58| 1.49| 119.8| 0.9| 0.43|0.03| 0.44|0.09|1.000|     |   |     |
Scl-1188|3R  |4357.711|00 59 29.46 -33 42 56.6|18.94| 1.15| 100.1| 3.9| 0.30|0.07| 0.43|0.12|0.999|     |   |     |
Scl-1189|3R  |4357.711|00 59 34.60 -33 42 34.1|20.11| 0.83|-201.2|11.9| 0.33|0.15| 0.13|0.33|0.000|     |   |     |
Scl-1190|3R  |4357.711|00 59 58.31 -33 34 40.5|18.06| 1.36| 106.9| 3.9| 0.38|0.14| 0.63|0.22|0.999|     |   |     |
Scl-1191|3R  |4357.711|00 59 47.60 -33 36 42.2|18.83| 1.14| 117.9| 7.1| 0.24|0.13| 0.31|0.19|1.000|     |   |     |
Scl-1192|3R  |4357.711|00 59 52.33 -33 47 57.7|18.79| 1.24|  81.1| 3.8| 0.39|0.08| 0.36|0.15|0.948|     |   |     |
Scl-1193|3R  |4357.711|00 59 42.52 -33 39 53.3|19.16| 1.18| 110.0| 2.9| 0.29|0.08| 0.32|0.15|1.000|     |   |     |
Scl-1194|3R  |4357.711|00 59 40.29 -33 39 45.1|19.17| 1.17|  89.3| 3.0| 0.17|0.17| 0.54|0.18|0.984|     |   |     |
Scl-1195|3R  |4357.711|00 59 50.41 -33 44 26.1|20.17| 1.11| 117.6| 5.5|-0.05|0.32| 0.67|0.23|0.999|     |   |     |
Scl-1196|3R  |4357.711|00 59 42.12 -33 41 37.8|19.87| 1.08| 103.4| 7.6| 0.28|0.14| 0.51|0.18|0.999|     |   |     |
Scl-1197|3R  |4357.711|00 59 38.42 -33 40 11.6|19.31| 1.05| 108.5|10.3| 0.22|0.11| 0.23|0.20|1.000|     |   |     |
Scl-1198|3R  |4357.711|01 00 13.95 -33 36 39.2|17.90| 1.37| 109.5| 1.6| 0.49|0.06| 0.39|0.14|1.000|     |   |     |
Scl-1199|3R  |4357.711|01 00 10.39 -33 41 04.8|18.26| 1.37| 109.4| 1.1| 0.36|0.05| 0.48|0.11|1.000|     |   |     |
Scl-1200|3R  |4357.711|00 59 59.02 -33 43 26.7|19.13| 1.23| 102.1| 5.3| 0.33|0.08| 0.44|0.14|0.999|     |   |     |
Scl-1201|3R  |4357.711|00 59 55.22 -33 42 11.3|18.50| 1.17| 108.6| 5.0| 0.36|0.06| 0.29|0.14|1.000|     |   |     |
Scl-1202|3B  |4363.625|01 00 06.57 -33 44 08.1|20.27| 0.88| 117.6| 4.2|     |    |     |    |0.999|     |   |     |
Scl-1203|3B  |4363.625|00 59 47.41 -33 44 56.2|20.33| 0.80| 117.2| 3.2| 0.31|0.12| 0.20|0.15|1.000|     |   |     |
Scl-1204|3B  |4363.625|00 59 43.60 -33 45 40.6|20.31| 0.92| 116.6| 1.3| 0.26|0.05| 0.58|0.08|0.999|     |   |     |
Scl-1205|3B  |4363.625|00 59 02.04 -33 34 42.3|20.38| 1.06| 124.7| 4.6| 0.36|0.06| 0.32|0.14|1.000|     |   |     |
Scl-1206|3B  |4363.625|00 59 10.09 -33 39 51.3|20.46| 1.08| 119.7| 1.1| 0.41|0.05| 0.79|0.08|0.655|     |   |     |
Scl-1207|3B  |4363.625|00 59 03.70 -33 41 06.2|20.34| 0.87| 118.0| 2.1| 0.31|0.05| 0.37|0.10|1.000|     |   |     |
Scl-1208|3B  |4363.625|00 59 17.57 -33 35 38.4|20.39| 0.95| 105.2| 3.1| 0.30|0.06| 0.48|0.10|0.999|     |   |     |
Scl-1209|3B  |4363.625|00 59 15.93 -33 35 32.7|20.31| 0.83| 115.8| 1.6| 0.35|0.06| 0.24|0.14|1.000|     |   |     |
Scl-1210|3B  |4363.625|00 59 28.41 -33 36 57.3|20.45| 0.88| 118.1| 2.9| 0.32|0.06| 0.25|0.13|1.000|     |   |     |
Scl-1211|3B  |4363.625|00 59 32.33 -33 38 38.9|20.33| 0.88| 117.1| 2.4|     |    | 0.45|0.13|1.000|     |   |     |
Scl-1212|3B  |4363.625|00 59 28.41 -33 38 48.7|20.45| 0.99| 122.6| 2.5| 0.38|0.07| 0.01|0.20|1.000|     |   |     |
Scl-1213|3B  |4363.625|00 59 24.02 -33 38 50.5|20.14| 1.02| 100.3| 2.6| 0.31|0.05| 0.31|0.10|1.000|     |   |     |
Scl-1214|3B  |4363.625|00 59 08.64 -33 46 36.9|20.20| 1.04| 102.5| 2.9| 0.32|0.04| 0.32|0.09|1.000|     |   |     |
Scl-1215|3B  |4363.625|00 59 05.70 -33 46 31.8|20.28| 1.06| 114.5| 1.7| 0.47|0.04| 0.53|0.10|0.999|     |   |     |
Scl-1216|3B  |4363.625|00 59 10.45 -33 43 49.0|20.30| 1.06| 111.1| 3.4| 0.44|0.05| 0.28|0.13|1.000|     |   |     |
Scl-1217|3B  |4363.625|00 59 16.87 -33 43 05.7|20.17| 0.89| 108.4| 1.7| 0.31|0.05| 0.59|0.08|0.998|     |   |     |
Scl-1218|3B  |4363.625|00 59 18.43 -33 42 04.3|20.44| 1.03| 105.8| 5.3| 0.26|0.05| 0.41|0.10|1.000|     |   |     |
Scl-1219|3B  |4363.625|00 59 20.31 -33 41 45.7|20.22| 0.95| 110.1| 3.5| 0.34|0.04| 0.37|0.09|1.000|     |   |     |
Scl-1220|3B  |4363.625|00 58 56.75 -33 43 25.1|20.39| 1.07| 120.9| 1.0| 0.39|0.05| 0.41|0.10|1.000|     |   |     |
Scl-1221|3B  |4363.625|00 59 26.19 -33 40 46.0|20.43| 1.03| 108.0| 2.2| 0.42|0.05| 0.32|0.10|1.000|     |   |     |
Scl-1222|3B  |4363.625|00 59 23.77 -33 40 06.1|20.50| 0.92| 121.7| 3.9| 0.30|0.05| 0.31|0.11|1.000|     |   |     |
Scl-1223|3B  |4363.625|00 59 31.52 -33 39 42.1|20.33| 1.05| 116.7| 1.3| 0.36|0.06| 0.59|0.09|0.999|     |   |     |
Scl-1224|3B  |4363.625|00 59 48.67 -33 34 23.4|20.25| 1.13| 111.6| 3.9|     |    |     |    |0.999|     |   |     |
Scl-1225|3B  |4363.625|00 59 45.78 -33 39 18.2|20.40| 1.05| 114.1| 2.7| 0.40|0.07| 0.36|0.17|1.000|     |   |     |
Scl-1226|3B  |4363.625|00 59 27.98 -33 46 55.1|20.43| 1.16| 103.2| 5.2|     |    | 0.51|0.07|0.999|     |   |     |
Scl-1227|3B  |4363.625|00 59 23.85 -33 45 42.0|20.37| 0.86| 115.7| 4.0|     |    | 0.31|0.10|1.000|     |   |     |
Scl-1228|3B  |4363.625|00 59 32.06 -33 44 59.4|20.33| 1.01| 123.1| 5.6|-0.08|0.10| 0.40|0.09|1.000|     |   |     |
Scl-1229|3B  |4363.625|00 59 29.67 -33 44 26.3|20.37| 0.85| 118.1| 5.0|     |    | 0.46|0.09|1.000|     |   |     |
Scl-1230|3B  |4363.625|00 59 24.07 -33 45 09.4|20.32| 1.09| 108.6| 4.5| 0.32|0.05| 0.34|0.09|1.000|     |   |     |
Scl-1231|3B  |4363.625|00 59 32.13 -33 41 34.0|20.27| 0.87| 103.8| 5.1|     |    | 0.46|0.09|1.000|     |   |     |
Scl-1232|3B  |4363.625|00 59 37.07 -33 39 47.1|20.41| 0.86| 101.3| 3.6|     |    | 0.58|0.14|0.998|     |   |     |
Scl-1233|3B  |4363.625|01 00 03.15 -33 31 43.9|20.32| 0.79| 104.3| 5.4| 0.26|0.08| 0.63|0.16|0.997|     |   |     |
Scl-1234|3B  |4363.625|01 00 11.93 -33 35 41.1|20.15| 1.08| 116.4| 2.5| 0.52|0.07| 0.58|0.16|0.999|     |   |     |
Scl-1235|3B  |4363.625|00 59 47.83 -33 39 58.2|20.41| 0.81| 105.3| 3.5| 0.34|0.09| 0.41|0.12|1.000|     |   |     |
Scl-1236|3B  |4363.625|00 59 52.19 -33 40 50.5|20.37| 0.82| 116.9| 5.9|     |    | 0.38|0.15|1.000|     |   |     |
Scl-1237|3B  |4363.625|00 59 41.56 -33 49 02.8|20.37| 0.97| 118.8| 5.6| 0.27|0.06| 0.47|0.11|1.000|     |   |     |
Scl-1238|3B  |4363.625|00 59 46.31 -33 48 29.4|20.41| 0.81| 126.6| 3.0| 0.30|0.06| 0.53|0.10|0.999|     |   |     |
Scl-1239|3B  |4363.625|00 59 47.42 -33 46 19.5|20.14| 0.81| 108.0| 3.8| 0.26|0.04| 0.40|0.08|1.000|     |   |     |
Scl-1240|3B  |4363.625|00 59 42.29 -33 45 43.2|20.17| 1.14| 115.4| 2.6| 0.32|0.05| 0.50|0.09|1.000|     |   |     |
Scl-1241|3B  |4363.625|00 59 48.29 -33 43 11.8|20.16| 0.91| 118.5| 2.9| 0.35|0.05| 0.44|0.11|1.000|     |   |     |
Scl-1242|3B  |4363.625|00 59 36.41 -33 48 49.5|20.34| 1.05| 124.8| 2.0| 0.32|0.04| 0.27|0.11|1.000|     |   |     |
Scl-1243|3B  |4363.625|00 59 30.65 -33 48 42.1|20.39| 1.03| 108.2| 1.7| 0.43|0.04| 0.44|0.10|1.000|     |   |     |
Scl-1244|3B  |4363.625|00 59 33.96 -33 47 45.3|20.14| 0.95| 114.7| 1.3| 0.39|0.04| 0.50|0.08|1.000|     |   |     |
Scl-1245|3B  |4363.625|00 59 38.24 -33 46 33.7|20.35| 0.81| 114.0| 4.4| 0.26|0.05| 0.19|0.11|1.000|     |   |     |
Scl-1246|3B  |4363.625|00 59 36.22 -33 45 52.3|20.36| 0.87| 118.5| 3.3| 0.27|0.05| 0.41|0.10|1.000|     |   |     |
Scl-1247|3B  |4363.625|00 59 38.26 -33 45 44.4|20.36| 1.05| 109.6| 1.4| 0.43|0.04| 0.50|0.10|1.000|     |   |     |
Scl-1248|3B  |4363.625|00 59 39.31 -33 44 26.6|20.22| 1.10| 104.6| 1.1| 0.39|0.03| 0.37|0.07|1.000|     |   |     |
Scl-1249|3B  |4363.625|01 00 03.84 -33 40 42.9|20.31| 1.01| 106.7| 3.5| 0.44|0.08| 0.59|0.12|0.999|     |   |     |
Scl-1250|3B  |4363.625|00 59 55.97 -33 40 37.4|20.18| 1.06| 115.4| 2.9| 0.41|0.06| 0.53|0.11|0.999|     |   |     |
Scl-1251|3B  |4363.625|00 59 54.52 -33 41 59.3|20.43| 1.07| 119.6| 2.5| 0.44|0.06| 0.46|0.13|1.000|     |   |     |
Scl-1252|3B  |4363.625|01 00 02.43 -33 41 55.2|20.16| 0.93| 111.3| 4.6| 0.37|0.07| 0.40|0.13|1.000|     |   |     |
Scl-1253|3B  |4363.625|01 00 03.54 -33 42 22.9|20.19| 0.77| 105.0| 4.0| 0.27|0.11| 0.51|0.15|0.999|     |   |     |
Scl-1254|3B  |4363.625|01 00 05.11 -33 42 12.9|20.32| 0.84| 110.0| 5.2| 0.27|0.07| 0.27|0.16|1.000|     |   |     |
Scl-1255|3B  |4363.625|01 00 08.55 -33 43 47.9|20.40| 0.83| 127.4| 4.7| 0.40|0.07| 0.60|0.14|0.998|     |   |     |
Scl-1256|3B  |4363.625|01 00 02.17 -33 46 18.0|20.24| 0.92| -36.5| 3.3|     |    | 0.39|0.12|0.000|     |   |     |
Scl-1257|3B  |4363.625|01 00 09.91 -33 44 40.5|20.34| 0.88| 115.7| 5.4|     |    |     |    |0.999|     |   |     |
Scl-1258|3B  |4363.625|00 59 58.97 -33 43 08.6|20.23| 1.02| 110.9| 4.3|     |    |     |    |0.999|     |   |     |
Scl-1259|3B  |4363.625|00 59 54.19 -33 43 58.6|20.20| 1.12| 111.8| 1.5|     |    |     |    |0.999|     |   |     |
Scl-1260|3B  |4363.625|00 59 50.90 -33 44 04.0|20.44| 1.01| 111.3| 5.1|     |    |     |    |0.999|     |   |     |
Scl-1261|3B  |4363.625|00 59 58.56 -33 45 55.6|20.46| 1.07| 105.8| 2.2| 0.36|0.10| 0.14|0.15|1.000|     |   |     |
Scl-1262|3B  |4363.625|00 59 52.74 -33 45 37.0|20.44| 1.04| 105.9| 2.3| 0.49|0.16| 0.26|0.16|1.000|     |   |     |
Scl-1263|3B  |4363.625|00 59 56.18 -33 44 28.7|20.25| 0.81| 127.2| 4.6| 0.45|0.14| 0.01|0.17|1.000|     |   |     |
Scl-1264|3B  |4363.625|00 59 49.59 -33 45 09.2|20.50| 1.08| 105.8| 2.3| 0.41|0.27| 0.47|0.12|1.000|     |   |     |
Scl-1265|3B  |4363.625|00 59 47.82 -33 44 06.6|20.29| 0.86| 120.5| 4.2| 0.47|0.10| 0.44|0.13|1.000|     |   |     |
Scl-1266|3B  |4363.625|00 59 50.01 -33 43 38.0|20.47| 0.98| 117.4| 2.9| 0.29|0.12| 0.37|0.12|1.000|112.2|1.8| 0.36|0.07
Scl-1266|1B  |4685.730|00 59 50.01 -33 43 38.0|20.47| 0.98| 109.2| 2.2|     |    | 0.35|0.08|     |     |   |     |
Scl-1267|3R  |4363.625|00 59 26.39 -33 46 27.3|19.57| 1.13| 118.0| 5.4| 0.29|0.09| 0.52|0.13|1.000|     |   |     |
Scl-1268|3R  |4363.625|00 59 25.09 -33 43 09.0|19.81| 1.00| 116.3| 3.2| 0.35|0.09| 0.49|0.15|1.000|     |   |     |
Scl-1269|3R  |4363.625|00 59 06.97 -33 36 43.7|18.80| 1.17| 118.4| 5.8| 0.39|0.07| 0.39|0.15|1.000|     |   |     |
Scl-1270|3R  |4363.625|00 59 15.13 -33 39 44.0|18.21| 1.31| 115.5| 1.1| 0.42|0.03| 0.44|0.09|1.000|     |   |     |
Scl-1271|3R  |4363.625|00 59 13.63 -33 39 21.3|19.11| 1.12|  97.0| 4.0| 0.31|0.07| 0.46|0.13|0.998|     |   |     |
Scl-1272|3R  |4363.625|00 59 33.65 -33 44 33.0|19.12| 1.22| 103.3| 4.0| 0.42|0.05| 0.45|0.12|1.000|     |   |     |
Scl-1273|3R  |4363.625|00 59 44.33 -33 33 41.8|18.43| 1.23| 419.2| 9.2| 0.45|0.08| 0.30|0.22|0.000|     |   |     |
Scl-1274|3R  |4363.625|00 59 56.76 -33 39 28.3|18.61| 1.15| 110.9| 6.9| 0.31|0.07| 0.33|0.15|1.000|     |   |     |
Scl-1275|3R  |4363.625|01 00 00.78 -33 38 27.8|18.59| 1.12| 115.9| 3.6| 0.39|0.07| 0.57|0.13|0.999|     |   |     |
Scl-1276|3R  |4363.625|01 00 00.90 -33 41 57.9|20.10| 1.05|  -1.9| 6.0| 0.15|0.16| 0.66|0.17|0.000|     |   |     |
Scl-1277|3R  |4363.625|00 59 18.82 -33 43 11.7|18.70| 1.16| 117.3| 1.9| 0.32|0.06| 0.41|0.11|1.000|     |   |     |
Scl-1278|3R  |4363.625|00 59 25.31 -33 41 34.6|19.95| 1.13|  91.3| 4.8| 0.28|0.13| 0.50|0.18|0.993|     |   |     |
Scl-1279|3R  |4363.625|00 59 23.68 -33 40 49.8|20.07| 1.04| 134.8| 9.8| 0.31|0.16| 0.76|0.18|0.990|     |   |     |
Scl-1280|3R  |4363.625|00 59 06.53 -33 45 29.4|19.30| 1.13| 118.1| 2.6| 0.32|0.06| 0.36|0.13|1.000|     |   |     |
Scl-1281|3R  |4363.625|00 59 36.98 -33 30 28.3|17.74| 1.31| 101.4| 4.5| 0.39|0.06| 0.39|0.14|0.999|     |   |     |
Scl-1282|3R  |4363.625|00 59 37.70 -33 47 01.6|18.11| 1.39| 102.0| 0.9| 0.42|0.03| 0.55|0.09|0.998|     |   |     |
Scl-1283|3R  |4363.625|00 59 42.70 -33 43 55.2|19.45| 1.18| 110.3| 3.5| 0.34|0.07| 0.41|0.14|1.000|     |   |     |
Scl-1284|3R  |4363.625|00 59 44.99 -33 42 26.6|19.00| 1.02|  95.8| 3.5| 0.25|0.06| 0.42|0.12|0.999|     |   |     |
Scl-1285|3R  |4363.625|00 59 37.10 -33 43 06.5|18.32| 1.15| 111.7| 2.8| 0.31|0.05| 0.36|0.11|1.000|     |   |     |
