#Table: J/AJ/137/3100/table5.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
Sex-0384|1B  |3411.775|10 13 26.91 -01 39 59.1|     |     |  -8.7| 4.5| 0.27|0.05| 0.25|0.13|0.000|     |   |     |
Sex-0385|1B  |3411.775|10 13 26.34 -01 35 15.5|20.38| 0.71| 218.0| 3.4| 0.28|0.04| 0.38|0.08|0.999|     |   |     |
Sex-0386|1B  |3411.775|10 13 27.62 -01 36 56.2|     |     | 232.0| 4.8| 0.31|0.05| 0.37|0.10|0.998|     |   |     |
Sex-0387|1B  |3411.775|10 13 30.59 -01 34 03.9|20.34| 0.86| 208.9| 1.9| 0.28|0.04| 0.33|0.08|0.995|     |   |     |
Sex-0388|1B  |3411.775|10 13 47.21 -01 37 13.8|     |     | 295.5| 2.1| 0.34|0.04| 1.03|0.04|0.000|296.2|1.6| 0.95|0.03
Sex-0388|15B |3417.761|10 13 47.21 -01 37 13.8|     |     | 297.4| 2.6| 0.33|0.04| 0.73|0.06|     |     |   |     |
Sex-0389|1B  |3411.775|10 13 37.26 -01 40 04.0|20.23| 0.74| 225.4| 3.5| 0.29|0.05| 0.15|0.12|0.999|226.6|2.3| 0.25|0.08
Sex-0389|15B |3417.761|10 13 37.26 -01 40 04.0|20.23| 0.74| 227.5| 3.0| 0.38|0.05| 0.33|0.11|     |     |   |     |
Sex-0390|1B  |3411.775|10 12 47.68 -01 32 55.6|20.10| 0.93| 218.6| 2.7| 0.31|0.04| 0.27|0.09|0.999|218.9|1.8| 0.27|0.06
Sex-0390|5B  |3416.684|10 12 47.68 -01 32 55.6|20.10| 0.93| 214.1| 5.2| 0.28|0.04| 0.26|0.08|     |     |   |     |
Sex-0390|1B  |4122.822|10 12 47.68 -01 32 55.6|20.10| 0.93| 220.5| 2.7|     |    |     |    |     |     |   |     |
Sex-0391|1B  |3411.775|10 13 16.98 -01 30 30.8|20.29| 0.66| 227.5| 3.5| 0.36|0.05| 0.25|0.11|0.999|231.9|2.8| 0.25|0.11
Sex-0391|1R  |4122.822|10 13 16.98 -01 30 30.8|20.29| 0.66| 239.0| 4.5|     |    |     |    |     |     |   |     |
Sex-0392|1B  |3411.775|10 13 27.32 -01 30 56.8|20.32| 0.91| 225.8| 2.2| 0.39|0.05| 0.33|0.11|0.999|226.1|1.7| 0.33|0.11
Sex-0392|1B  |4122.822|10 13 27.32 -01 30 56.8|20.32| 0.91| 225.3| 3.3|     |    |     |    |     |     |   |     |
Sex-0392|6B  |4124.814|10 13 27.32 -01 30 56.8|20.32| 0.91| 229.1| 4.5|     |    |     |    |     |     |   |     |
Sex-0393|1B  |3411.775|10 13 23.56 -01 43 47.6|20.31| 0.71| 223.6| 3.5| 0.33|0.05| 0.39|0.11|0.999|     |   |     |
Sex-0394|1B  |3411.775|10 13 24.65 -01 40 32.4|20.40| 0.73| 216.3| 2.9| 0.29|0.05| 0.44|0.10|0.996|     |   |     |
Sex-0395|1B  |3411.775|10 13 14.07 -01 33 14.4|20.36| 0.67| 223.4| 5.5| 0.27|0.04| 0.29|0.08|0.999|     |   |     |
Sex-0396|1B  |3411.775|10 13 14.62 -01 34 33.0|21.06|     | 216.1| 2.6| 0.30|0.05| 0.39|0.10|0.998|     |   |     |
Sex-0397|1B  |3411.775|10 13 16.80 -01 34 02.0|20.45| 0.66| 222.1| 5.1| 0.33|0.05| 0.29|0.12|0.999|     |   |     |
Sex-0398|1B  |3411.775|10 12 52.88 -01 40 41.0|20.33| 0.71| 232.8| 3.2| 0.30|0.07| 0.47|0.13|0.996|     |   |     |
Sex-0399|1B  |3411.775|10 12 52.07 -01 40 30.2|20.20| 0.58| 242.1| 3.0| 0.28|0.05| 0.11|0.12|0.994|     |   |     |
Sex-0400|1B  |3411.775|10 12 48.85 -01 40 27.9|20.11| 0.78| 229.6| 2.5| 0.36|0.05| 0.13|0.13|0.999|229.6|1.9| 0.13|0.13
Sex-0400|1B  |4122.822|10 12 48.85 -01 40 27.9|20.11| 0.78| 229.6| 3.0|     |    |     |    |     |     |   |     |
Sex-0401|1R  |3411.775|10 12 43.11 -01 40 14.7|19.80| 0.99| 230.8|10.2| 0.42|0.08| 0.10|0.21|0.999|230.9|1.1| 0.26|0.07
Sex-0401|5B  |3416.684|10 12 43.11 -01 40 14.7|19.80| 0.99| 230.0| 1.6| 0.46|0.03| 0.28|0.08|     |     |   |     |
Sex-0401|1B  |4122.822|10 12 43.11 -01 40 14.7|19.80| 0.99| 231.7| 1.5|     |    |     |    |     |     |   |     |
Sex-0402|1B  |3411.775|10 13 37.50 -01 31 11.5|20.34| 0.73| 227.8| 3.7| 0.26|0.05| 0.40|0.10|0.997|     |   |     |
Sex-0403|1R  |3411.775|10 13 13.70 -01 44 44.0|19.69| 0.97| 226.0|10.5| 0.40|0.06| 0.40|0.14|0.998|220.9|4.3| 0.40|0.14
Sex-0403|1B  |4122.822|10 13 13.70 -01 44 44.0|19.69| 0.97| 219.9| 4.7|     |    |     |    |     |     |   |     |
Sex-0404|1B  |3411.775|10 13 12.57 -01 38 11.5|20.15| 0.83| 221.5| 2.5| 0.36|0.04| 0.18|0.10|1.000|     |   |     |
Sex-0405|1B  |3411.775|10 13 21.31 -01 32 42.2|20.50| 0.89| 212.3| 4.3| 0.31|0.05| 0.30|0.10|0.998|     |   |     |
Sex-0406|1B  |3411.775|10 13 19.71 -01 33 26.0|19.98| 0.94| 217.5| 1.5| 0.33|0.04| 0.35|0.09|0.999|     |   |     |
Sex-0407|1B  |3411.775|10 13 26.66 -01 31 26.5|20.39| 0.90| 230.6| 2.9| 0.33|0.04| 0.25|0.10|0.999|     |   |     |
Sex-0408|1B  |3411.775|10 13 25.24 -01 32 10.4|20.39| 0.71| 225.3| 2.5| 0.34|0.04| 0.17|0.10|0.999|     |   |     |
Sex-0409|1R  |3411.775|10 13 11.23 -01 35 01.9|19.69| 0.98| 231.8| 7.2| 0.32|0.06| 0.43|0.12|0.998|233.2|1.4| 0.43|0.12
Sex-0409|1B  |4122.822|10 13 11.23 -01 35 01.9|19.69| 0.98| 233.3| 1.4|     |    |     |    |     |     |   |     |
Sex-0410|1B  |3411.775|10 12 56.26 -01 34 18.3|20.27| 0.80|  65.3| 1.1| 0.29|0.05| 0.72|0.07|0.000| 66.3|1.0| 0.59|0.05
Sex-0410|5B  |3416.684|10 12 56.26 -01 34 18.3|20.27| 0.80|  69.8| 2.1| 0.35|0.04| 0.44|0.08|     |     |   |     |
Sex-0410|6R  |4124.814|10 12 56.26 -01 34 18.3|20.27| 0.80|  65.4| 5.6|     |    |     |    |     |     |   |     |
Sex-0411|1B  |3411.775|10 13 29.66 -01 28 06.2|20.21|     | 219.9| 2.6| 0.35|0.04| 0.26|0.10|0.999|     |   |     |
Sex-0412|1B  |3411.775|10 13 27.59 -01 30 40.0|20.24| 0.73| 242.7| 2.6| 0.31|0.04| 0.26|0.09|0.991|     |   |     |
Sex-0413|1B  |3411.775|10 12 35.08 -01 31 23.4|20.46| 0.72| 228.5| 4.1| 0.38|0.06| 0.16|0.17|0.999|225.2|2.2| 0.38|0.08
Sex-0413|5B  |3416.684|10 12 35.08 -01 31 23.4|20.46| 0.72| 219.6| 3.3| 0.24|0.05| 0.45|0.09|     |     |   |     |
Sex-0413|1B  |4122.822|10 12 35.08 -01 31 23.4|20.46| 0.72| 231.2| 4.3|     |    |     |    |     |     |   |     |
Sex-0414|1B  |3411.775|10 13 43.55 -01 41 20.1|20.30| 0.60|  60.1| 2.7| 0.27|0.05| 0.33|0.10|0.000| 67.8|2.1| 0.38|0.08
Sex-0414|15B |3417.761|10 13 43.55 -01 41 20.1|20.30| 0.60|  80.2| 3.5| 0.39|0.06| 0.46|0.13|     |     |   |     |
Sex-0415|1B  |3411.775|10 12 56.84 -01 40 26.3|20.35| 0.74| 223.3| 4.1| 0.29|0.05| 0.31|0.11|0.999|     |   |     |
Sex-0416|1R  |3411.775|10 13 01.32 -01 35 21.4|19.99| 0.99| 225.6|10.1| 0.31|0.08| 0.42|0.15|1.000|222.1|1.4| 0.38|0.08
Sex-0416|5B  |3416.684|10 13 01.32 -01 35 21.4|19.99| 0.99| 222.0| 1.7| 0.41|0.04| 0.36|0.09|     |     |   |     |
Sex-0416|6B  |4124.814|10 13 01.32 -01 35 21.4|19.99| 0.99| 222.1| 2.8|     |    |     |    |     |     |   |     |
Sex-0417|1R  |3411.775|10 12 54.69 -01 31 48.5|     |     | 217.5| 6.5| 0.32|0.05| 0.31|0.11|0.999|     |   |     |
Sex-0418|1R  |3411.775|10 13 23.88 -01 30 34.3|19.65| 0.98| 221.6| 8.9| 0.39|0.07| 0.48|0.13|0.996|228.7|4.0| 0.48|0.13
Sex-0418|6R  |4124.814|10 13 23.88 -01 30 34.3|19.65| 0.98| 230.4| 4.5|     |    |     |    |     |     |   |     |
Sex-0419|1R  |3411.775|10 13 19.07 -01 36 19.1|20.12| 0.95| 225.2|11.0| 0.46|0.09| 0.22|0.21|0.998|     |   |     |
Sex-0420|1R  |3411.775|10 12 58.02 -01 38 58.3|19.42| 0.91| 209.4|12.2| 0.42|0.05| 0.29|0.13|0.998|207.1|6.2| 0.27|0.09
Sex-0420|5R  |3416.684|10 12 58.02 -01 38 58.3|19.42| 0.91| 206.2| 7.2| 0.42|0.04| 0.25|0.12|     |     |   |     |
Sex-0421|1R  |3411.775|10 12 39.11 -01 40 18.0|19.56| 1.00| 222.0| 8.6| 0.40|0.05| 0.30|0.13|0.999|219.2|6.7| 0.25|0.10
Sex-0421|5R  |3416.684|10 12 39.11 -01 40 18.0|19.56| 1.00| 214.8|10.8| 0.39|0.06| 0.18|0.16|     |     |   |     |
Sex-0422|1R  |3411.775|10 12 38.65 -01 32 06.1|19.28| 1.00| 136.3| 1.5| 0.36|0.04| 0.84|0.10|0.000|     |   |     |
Sex-0423|1R  |3411.775|10 13 25.98 -01 36 11.0|18.97| 1.05| 210.4| 1.4| 0.36|0.03| 0.42|0.09|0.992|     |   |     |
Sex-0424|1R  |3411.775|10 13 06.84 -01 37 52.1|17.46| 1.32| 228.4| 1.3| 0.39|0.02| 0.48|0.08|1.000|227.8|0.8| 0.43|0.06
Sex-0424|5R  |3416.684|10 13 06.84 -01 37 52.1|17.46| 1.32| 225.8| 1.2| 0.40|0.01| 0.39|0.08|     |     |   |     |
Sex-0424|1R  |4122.822|10 13 06.84 -01 37 52.1|17.46| 1.32| 232.1| 2.1|     |    |     |    |     |     |   |     |
Sex-0425|366B|3412.725|10 10 18.37 -00 53 04.4|     |     | 123.5| 4.0| 0.30|0.04| 0.31|0.09|0.000|     |   |     |
Sex-0426|366B|3412.725|10 10 18.16 -00 48 54.8|     |     |  58.4| 0.7| 0.38|0.02| 0.93|0.02|0.000|     |   |     |
Sex-0427|366B|3412.725|10 10 16.89 -00 48 24.8|     |     |  15.0| 0.5| 0.39|0.01| 0.96|0.01|0.000|     |   |     |
Sex-0428|366B|3412.725|10 10 10.20 -00 44 20.5|     |     | 139.1| 5.7| 0.29|0.05| 0.28|0.11|0.000|     |   |     |
Sex-0429|366B|3412.725|10 10 12.78 -00 45 11.1|     |     | 154.2| 5.8| 0.28|0.05| 0.00|0.13|0.000|     |   |     |
Sex-0430|366B|3412.725|10 10 19.20 -00 47 05.4|     |     |  71.4| 1.0| 0.41|0.03| 0.76|0.05|0.000|     |   |     |
Sex-0431|366B|3412.725|10 10 22.95 -00 44 38.9|     |     |  46.2| 2.8| 0.38|0.05| 0.62|0.09|0.000|     |   |     |
Sex-0432|366B|3412.725|10 10 31.48 -00 46 03.0|     |     | 141.6| 0.4| 0.36|0.02| 0.68|0.03|0.000|     |   |     |
Sex-0433|366B|3412.725|10 10 27.37 -00 46 16.3|     |     |  30.1| 3.8| 0.27|0.04| 0.43|0.08|0.000|     |   |     |
Sex-0434|366B|3412.725|10 10 26.68 -00 47 43.2|     |     |  28.2| 0.4| 0.38|0.02| 0.71|0.03|0.000|     |   |     |
Sex-0435|366B|3412.725|10 09 59.34 -00 52 08.8|     |     |  11.2| 0.4| 0.47|0.01| 0.88|0.02|0.000|     |   |     |
Sex-0436|366B|3412.725|10 10 05.22 -00 52 02.7|     |     | 223.7| 4.5| 0.32|0.04| 0.36|0.08|0.987|     |   |     |
Sex-0437|366B|3412.725|10 09 58.24 -00 51 40.3|     |     |  82.3| 2.3| 0.35|0.05| 0.47|0.09|0.000|     |   |     |
Sex-0438|366B|3412.725|10 10 12.05 -00 50 23.7|     |     |  46.6| 0.6| 0.34|0.02| 0.65|0.03|0.000|     |   |     |
Sex-0439|366B|3412.725|10 09 58.93 -00 55 17.9|     |     | 112.2| 3.4| 0.30|0.03| 0.42|0.07|0.000|     |   |     |
Sex-0440|366B|3412.725|10 09 51.38 -00 55 05.4|     |     | 123.1| 2.9| 0.28|0.04| 0.37|0.09|0.000|     |   |     |
Sex-0441|366B|3412.725|10 09 41.84 -00 42 20.5|     |     | 285.5| 5.0| 0.23|0.03| 0.28|0.07|0.000|     |   |     |
Sex-0442|366B|3412.725|10 09 33.80 -00 53 34.2|     |     | 135.4| 1.4| 0.34|0.03| 0.92|0.04|0.000|     |   |     |
Sex-0443|366B|3412.725|10 09 39.74 -00 52 28.1|     |     |  95.8| 1.7| 0.40|0.04| 0.70|0.06|0.000|     |   |     |
Sex-0444|366B|3412.725|10 09 30.21 -00 55 09.4|     |     |  29.4| 2.5| 0.34|0.04| 1.02|0.04|0.000|     |   |     |
Sex-0445|366B|3412.725|10 09 25.23 -00 54 07.4|     |     |   3.9| 0.6| 0.39|0.02| 0.75|0.03|0.000|     |   |     |
Sex-0446|366B|3412.725|10 09 19.03 -00 49 51.3|     |     |  69.5| 5.2| 0.32|0.08| 0.58|0.15|0.000|     |   |     |
Sex-0447|366B|3412.725|10 09 25.82 -00 42 01.8|     |     |  54.5| 0.7| 0.31|0.03| 0.96|0.03|0.000|     |   |     |
Sex-0448|366B|3412.725|10 09 25.53 -00 43 54.6|     |     |  -8.8| 2.5| 0.23|0.09| 1.28|0.03|0.000|     |   |     |
Sex-0449|366B|3412.725|10 09 23.24 -00 44 12.4|     |     | 116.7| 2.0| 0.50|0.03| 0.69|0.06|0.000|     |   |     |
Sex-0450|366B|3412.725|10 09 24.23 -00 45 28.1|     |     |  84.8| 2.6| 0.38|0.08| 1.12|0.09|0.000|     |   |     |
Sex-0451|366B|3412.725|10 09 37.05 -00 41 50.4|     |     |  11.8| 0.4| 0.41|0.02| 0.94|0.02|0.000|     |   |     |
Sex-0452|38B |3412.846|10 13 45.08 -01 56 10.6|     |     | 210.9| 3.5| 0.28|0.05| 0.48|0.08|0.959|     |   |     |
Sex-0453|38B |3412.846|10 13 57.20 -01 51 37.1|     |     | 183.3| 5.5| 0.32|0.07| 0.71|0.08|0.000|     |   |     |
Sex-0454|38B |3412.846|10 13 23.97 -01 54 53.3|     |     | 228.5| 4.3| 0.28|0.06| 0.25|0.12|0.998|     |   |     |
Sex-0455|38B |3412.846|10 14 25.43 -02 03 37.3|     |     |  82.5| 2.2| 0.26|0.03| 0.59|0.06|0.000| 84.0|1.4| 0.57|0.05
Sex-0455|100B|3805.736|10 14 25.43 -02 03 37.3|     |     |  85.1| 1.8| 0.23|0.05| 0.51|0.09|     |     |   |     |
Sex-0456|38B |3412.846|10 14 26.62 -02 02 34.9|     |     |  14.2| 2.6| 0.36|0.02| 0.74|0.03|0.000|     |   |     |
Sex-0457|38B |3412.846|10 14 34.31 -02 01 19.7|     |     | 124.7| 2.9| 0.34|0.03| 0.50|0.07|0.000|132.8|2.0| 0.51|0.06
Sex-0457|100B|3805.736|10 14 34.31 -02 01 19.7|     |     | 141.6| 3.0| 0.38|0.06| 0.54|0.11|     |     |   |     |
Sex-0458|38B |3412.846|10 14 29.91 -02 00 34.9|     |     | 223.3| 3.9| 0.36|0.05| 0.57|0.09|0.893|     |   |     |
Sex-0459|38B |3412.846|10 14 28.35 -01 57 18.5|     |     | 230.3| 3.2| 0.28|0.03| 0.34|0.06|0.995|     |   |     |
Sex-0460|38B |3412.846|10 14 08.47 -02 03 53.5|     |     | 242.6| 1.6| 0.29|0.03| 0.70|0.04|0.000|     |   |     |
Sex-0461|38B |3412.846|10 14 17.06 -01 59 56.2|     |     | 104.0| 1.2| 0.32|0.03| 0.81|0.04|0.000|     |   |     |
Sex-0462|38B |3412.846|10 14 13.64 -01 50 58.7|18.53| 0.62| 123.7| 1.7| 0.35|0.03| 0.67|0.04|0.000|123.5|0.7| 0.64|0.03
Sex-0462|15B |3417.761|10 14 13.64 -01 50 58.7|18.53| 0.62| 123.4| 0.8| 0.34|0.03| 0.60|0.05|     |     |   |     |
Sex-0463|38B |3412.846|10 14 19.37 -01 51 25.2|     |     |  16.8| 0.9| 0.44|0.01| 0.92|0.01|0.000|     |   |     |
Sex-0464|38B |3412.846|10 14 28.68 -01 53 11.7|     |     | 105.9| 2.6| 0.43|0.06| 0.86|0.08|0.000|     |   |     |
Sex-0465|38B |3412.846|10 14 20.01 -01 56 20.7|     |     |   9.2| 1.5| 0.36|0.01| 0.91|0.02|0.000|     |   |     |
Sex-0466|38B |3412.846|10 14 04.88 -02 04 50.4|     |     |  21.6| 2.6| 0.33|0.02| 0.76|0.04|0.000|     |   |     |
Sex-0467|38B |3412.846|10 14 04.91 -02 03 11.0|     |     |  -3.9| 2.3| 0.31|0.03| 0.91|0.04|0.000|     |   |     |
Sex-0468|38B |3412.846|10 14 02.35 -01 59 52.8|     |     |  87.8| 0.5| 0.38|0.01| 0.88|0.02|0.000|     |   |     |
Sex-0469|38B |3412.846|10 13 54.48 -01 59 26.1|     |     |   9.3| 0.5| 0.43|0.02| 0.82|0.03|0.000|     |   |     |
Sex-0470|38B |3412.846|10 13 58.22 -02 04 29.9|     |     | 100.1| 4.1| 0.41|0.06| 0.75|0.09|0.000|     |   |     |
Sex-0471|38B |3412.846|10 13 59.96 -02 03 48.3|     |     |  93.8| 1.1| 0.40|0.02| 0.99|0.02|0.000|     |   |     |
Sex-0472|38B |3412.846|10 13 52.73 -02 03 20.1|     |     |  30.0| 0.6| 0.39|0.02| 0.78|0.02|0.000|     |   |     |
Sex-0473|38B |3412.846|10 13 59.21 -02 02 55.2|     |     |  15.0| 0.4| 0.43|0.01| 0.61|0.02|0.000|     |   |     |
Sex-0474|38B |3412.846|10 13 50.16 -02 00 58.2|     |     |  31.2| 0.5| 0.35|0.01| 0.54|0.03|0.000|     |   |     |
Sex-0475|38B |3412.846|10 13 48.64 -01 59 38.2|     |     |  36.8| 2.6| 0.30|0.04| 0.52|0.06|0.000|     |   |     |
Sex-0476|38B |3412.846|10 13 49.76 -01 55 37.6|     |     |   5.4| 1.0| 0.41|0.01| 0.97|0.02|0.000|     |   |     |
Sex-0477|38B |3412.846|10 14 03.87 -01 57 37.3|     |     | 210.7| 3.7| 0.43|0.05| 0.50|0.09|0.907|     |   |     |
Sex-0478|38B |3412.846|10 14 04.48 -01 50 31.1|17.22| 0.72| 106.8| 0.4| 0.37|0.01| 0.74|0.02|0.000|105.4|0.3| 0.79|0.02
Sex-0478|15B |3417.761|10 14 04.48 -01 50 31.1|17.22| 0.72| 104.2| 0.4| 0.35|0.02| 0.85|0.02|     |     |   |     |
Sex-0479|38B |3412.846|10 14 12.57 -01 51 56.2|     |     |  30.9| 0.4| 0.34|0.01| 0.53|0.03|0.000| 30.6|0.3| 0.54|0.02
Sex-0479|15B |3417.761|10 14 12.57 -01 51 56.2|     |     |  30.0| 0.6| 0.35|0.02| 0.56|0.04|     |     |   |     |
Sex-0480|38B |3412.846|10 14 08.72 -01 54 00.6|     |     | 128.6| 1.6| 0.36|0.03| 0.67|0.05|0.000|     |   |     |
Sex-0481|38B |3412.846|10 14 11.68 -01 55 16.0|     |     | 171.1| 2.1| 0.35|0.03| 0.58|0.06|0.000|     |   |     |
Sex-0482|38B |3412.846|10 13 28.51 -02 02 31.1|     |     |  55.2| 0.6| 0.46|0.02| 0.90|0.03|0.000|     |   |     |
Sex-0483|38B |3412.846|10 13 26.81 -01 52 25.9|     |     |  42.8| 1.1| 0.38|0.02| 0.98|0.02|0.000|     |   |     |
Sex-0484|5B  |3416.684|10 12 56.13 -01 35 49.9|20.41| 0.76| 225.0| 4.4| 0.32|0.04| 0.12|0.12|1.000|224.7|2.0| 0.12|0.12
Sex-0484|1B  |4122.822|10 12 56.13 -01 35 49.9|20.41| 0.76| 224.7| 2.2|     |    |     |    |     |     |   |     |
Sex-0485|5B  |3416.684|10 12 32.51 -01 35 19.6|20.29|     | 232.3| 2.6| 0.30|0.03| 0.24|0.07|0.999|     |   |     |
Sex-0486|5B  |3416.684|10 12 22.23 -01 32 09.5|19.85| 0.78|  74.3| 1.0| 0.32|0.03| 0.42|0.06|0.000|     |   |     |
Sex-0487|5B  |3416.684|10 13 09.67 -01 37 33.1|19.90| 0.96| 221.4| 3.0| 0.28|0.05| 0.32|0.10|1.000|     |   |     |
Sex-0488|5B  |3416.684|10 13 09.12 -01 37 11.7|19.88|     | 221.8| 2.2| 0.32|0.03| 0.36|0.08|1.000|223.3|1.2| 0.36|0.08
Sex-0488|1B  |4122.822|10 13 09.12 -01 37 11.7|19.88|     | 224.0| 1.5|     |    |     |    |     |     |   |     |
Sex-0489|5B  |3416.684|10 13 06.01 -01 37 07.6|20.31|     | 238.8| 4.9| 0.38|0.05| 0.61|0.10|1.000|     |   |     |
Sex-0490|5B  |3416.684|10 12 51.39 -01 38 40.9|20.38| 0.74| 224.4| 2.4| 0.32|0.04| 0.45|0.10|0.999|224.9|1.9| 0.45|0.10
Sex-0490|1B  |4122.822|10 12 51.39 -01 38 40.9|20.38| 0.74| 225.8| 3.2|     |    |     |    |     |     |   |     |
Sex-0491|5B  |3416.684|10 12 45.07 -01 39 41.4|19.94| 0.96| 209.2| 2.0| 0.35|0.03| 0.35|0.07|0.996|209.8|1.6| 0.35|0.07
Sex-0491|1B  |4122.822|10 12 45.07 -01 39 41.4|19.94| 0.96| 210.8| 2.5|     |    |     |    |     |     |   |     |
Sex-0492|5B  |3416.684|10 12 44.72 -01 39 18.9|20.31| 0.81| 231.3| 2.5| 0.28|0.04| 0.34|0.09|0.999|     |   |     |
Sex-0493|5B  |3416.684|10 12 39.25 -01 32 07.0|20.30| 0.56| 216.9| 4.7| 0.32|0.03| 0.28|0.08|0.999|     |   |     |
Sex-0494|5B  |3416.684|10 13 03.33 -01 37 22.6|20.04| 0.99| 213.8| 2.6| 0.28|0.04| 0.24|0.09|1.000|     |   |     |
Sex-0495|5B  |3416.684|10 12 52.37 -01 37 32.9|20.43| 0.74| 228.3| 5.9| 0.26|0.04| 0.25|0.09|1.000|     |   |     |
Sex-0496|5B  |3416.684|10 12 55.41 -01 37 13.0|20.35| 0.93| 220.1| 4.0| 0.20|0.04| 0.25|0.09|1.000|     |   |     |
Sex-0497|5B  |3416.684|10 12 57.96 -01 36 24.4|     |     | 182.9| 5.9| 0.27|0.03| 0.11|0.08|0.214|     |   |     |
Sex-0498|5B  |3416.684|10 13 02.03 -01 36 29.2|20.41| 0.75| 208.7| 4.2| 0.27|0.04| 0.18|0.09|1.000|214.0|2.9| 0.18|0.09
Sex-0498|1B  |4122.822|10 13 02.03 -01 36 29.2|20.41| 0.75| 219.0| 4.1|     |    |     |    |     |     |   |     |
Sex-0499|5R  |3416.684|10 13 02.09 -01 36 58.7|19.61| 0.91| 223.2|11.6| 0.39|0.06| 0.52|0.12|1.000|216.8|1.7| 0.52|0.12
Sex-0499|1B  |4122.822|10 13 02.09 -01 36 58.7|19.61| 0.91| 216.7| 1.7|     |    |     |    |     |     |   |     |
Sex-0500|5B  |3416.684|10 12 31.81 -01 32 49.5|     |     | 238.9| 1.1| 0.36|0.03| 0.27|0.07|0.997|     |   |     |
Sex-0501|5B  |3416.684|10 12 27.63 -01 39 06.0|20.31| 0.60| 228.1| 3.7| 0.23|0.03| 0.22|0.08|0.999|     |   |     |
Sex-0502|5B  |3416.684|10 12 33.79 -01 44 44.8|20.32| 0.66| 213.2| 3.5| 0.32|0.04| 0.19|0.10|0.997|     |   |     |
Sex-0503|5B  |3416.684|10 12 25.27 -01 44 32.0|20.34| 0.66| 218.7| 2.7| 0.33|0.05| 0.45|0.10|0.995|     |   |     |
Sex-0504|5B  |3416.684|10 12 29.77 -01 36 42.9|19.78| 0.98| 244.2| 1.8| 0.28|0.02| 0.33|0.05|0.991|     |   |     |
Sex-0505|5B  |3416.684|10 12 28.80 -01 37 21.7|20.34| 0.62| 227.2| 3.4| 0.29|0.04| 0.37|0.09|0.999|     |   |     |
Sex-0506|5B  |3416.684|10 12 16.66 -01 42 44.1|20.24| 0.74| 226.3| 3.8| 0.27|0.05| 0.35|0.11|0.998|     |   |     |
Sex-0507|5B  |3416.684|10 12 08.75 -01 41 37.8|20.32| 0.94| 223.4| 2.3| 0.35|0.05| 0.44|0.10|0.993|     |   |     |
Sex-0508|5B  |3416.684|10 12 15.62 -01 35 06.3|20.34| 0.72| 223.4| 4.9| 0.24|0.04| 0.22|0.10|0.999|     |   |     |
Sex-0509|5B  |3416.684|10 12 26.63 -01 35 35.8|20.27| 0.91| 215.2| 1.8| 0.36|0.03| 0.22|0.09|0.999|     |   |     |
Sex-0510|5B  |3416.684|10 12 24.89 -01 36 49.8|20.12| 0.78| 242.7| 3.4| 0.37|0.04| 0.22|0.09|0.991|     |   |     |
Sex-0511|5B  |3416.684|10 12 23.09 -01 37 46.7|20.05| 1.07|  81.5| 1.5| 0.37|0.04| 0.98|0.05|0.000| 80.8|1.4| 0.93|0.04
Sex-0511|26B |3416.837|10 12 23.09 -01 37 46.7|20.05| 1.07|  76.6| 3.6| 0.46|0.04| 0.73|0.09|     |     |   |     |
Sex-0512|5B  |3416.684|10 11 57.77 -01 40 42.4|20.05| 0.98| 115.2| 2.7| 0.22|0.06| 1.04|0.05|0.000|     |   |     |
Sex-0513|5R  |3416.684|10 12 04.28 -01 38 26.3|19.37| 0.78|  51.8| 2.7| 0.38|0.05| 0.80|0.10|0.000| 49.4|0.7| 0.91|0.02
Sex-0513|26B |3416.837|10 12 04.28 -01 38 26.3|19.37| 0.78|  49.2| 0.7| 0.39|0.02| 0.92|0.02|     |     |   |     |
Sex-0514|5B  |3416.684|10 12 02.50 -01 38 01.2|20.08| 0.95| 221.0| 4.2| 0.29|0.04| 0.31|0.08|0.998|223.1|3.0| 0.25|0.06
Sex-0514|26B |3416.837|10 12 02.50 -01 38 01.2|20.08| 0.95| 225.4| 4.4| 0.30|0.03| 0.18|0.09|     |     |   |     |
Sex-0515|5B  |3416.684|10 12 03.62 -01 37 25.0|20.30|     | 223.9| 4.2| 0.30|0.05| 0.32|0.10|0.997|     |   |     |
Sex-0516|5B  |3416.684|10 12 10.19 -01 34 22.8|19.96| 0.94| 231.5| 3.1|     |    |     |    |0.993|233.2|2.5| 0.46|0.07
Sex-0516|26B |3416.837|10 12 10.19 -01 34 22.8|19.96| 0.94| 236.3| 4.2| 0.34|0.03| 0.46|0.07|     |     |   |     |
Sex-0517|5B  |3416.684|10 12 07.56 -01 36 22.4|     |     | 219.7| 3.4| 0.28|0.03| 0.16|0.09|0.998|     |   |     |
Sex-0518|5B  |3416.684|10 12 10.68 -01 36 58.3|20.44|     | 224.6| 4.5| 0.22|0.04| 0.40|0.08|0.998|     |   |     |
