#Table: J/AJ/137/3100/table3.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
For-0583|34B |3666.655|02 39 00.72 -34 49 46.6|19.31| 1.27|  62.5| 0.8| 0.41|0.03| 0.61|0.06|0.994|     |   |     |
For-0584|34B |3666.655|02 39 03.50 -34 49 59.9|18.90| 1.21|  52.1| 0.5| 0.44|0.02| 0.65|0.05|0.995|     |   |     |
For-0585|34B |3666.655|02 38 59.18 -34 53 27.8|19.19| 1.27|  66.2| 0.5| 0.50|0.02| 0.75|0.04|0.979|     |   |     |
For-0586|34B |3666.655|02 38 29.90 -34 58 57.8|19.00| 1.29|  40.0| 0.6| 0.48|0.02| 0.56|0.04|0.956| 39.7|0.5| 0.59|0.04
For-0586|70B |4027.820|02 38 29.90 -34 58 57.8|19.00| 1.29|  39.1| 0.9| 0.48|0.03| 0.65|0.06|     |     |   |     |
For-0587|34B |3666.655|02 38 40.72 -34 51 36.2|18.91| 1.27|  75.2| 0.5| 0.45|0.02| 0.53|0.04|0.964|     |   |     |
For-0588|34B |3666.655|02 38 36.22 -34 51 21.7|18.93| 1.22|  40.7| 1.6| 0.27|0.03| 0.32|0.06|0.868|     |   |     |
For-0589|34B |3666.655|02 38 37.13 -34 50 08.3|19.01| 1.40|  54.2| 0.4| 0.50|0.02| 0.62|0.04|0.990|     |   |     |
For-0590|34B |3666.655|02 38 42.94 -34 48 48.2|19.20| 1.30|  61.0| 1.5| 0.34|0.03| 0.36|0.07|0.958|     |   |     |
For-0591|34B |3666.655|02 38 44.83 -34 48 32.2|18.80| 1.26|  63.5| 0.6| 0.38|0.02| 0.40|0.03|0.983|     |   |     |
For-0592|34B |3666.655|02 38 42.56 -34 48 13.8|19.03| 1.20|  57.6| 0.7| 0.37|0.03| 0.37|0.06|0.981|     |   |     |
For-0593|34B |3666.655|02 38 22.18 -34 57 41.7|18.87| 1.22|  55.1| 0.5| 0.41|0.02| 0.43|0.05|0.963|     |   |     |
For-0594|34B |3666.655|02 38 24.94 -34 57 32.7|18.88| 1.24|  54.4| 0.5| 0.49|0.02| 0.52|0.04|0.979|     |   |     |
For-0595|34B |3666.655|02 38 26.75 -34 56 11.7|19.18| 1.16|  50.6| 0.7| 0.36|0.02| 0.36|0.05|0.955|     |   |     |
For-0596|34B |3666.655|02 38 19.86 -34 53 47.4|19.40| 1.35|  54.7| 0.5| 0.54|0.02| 0.55|0.04|0.989| 54.6|0.4| 0.54|0.04
For-0596|54B |4023.606|02 38 19.86 -34 53 47.4|19.40| 1.35|  53.5| 1.6| 0.41|0.04| 0.48|0.09|     |     |   |     |
For-0597|34B |3666.655|02 38 21.75 -34 50 59.7|19.21| 1.36|  38.1| 1.4| 0.32|0.04| 0.77|0.06|0.927| 37.1|1.3| 0.79|0.05
For-0597|54B |4023.606|02 38 21.75 -34 50 59.7|19.21| 1.36|  32.2| 3.1| 0.28|0.08| 0.84|0.08|     |     |   |     |
For-0598|34B |3666.655|02 38 29.33 -34 50 14.3|19.39| 1.26|  57.8| 0.7| 0.49|0.03| 0.43|0.07|0.980|     |   |     |
For-0599|34B |3666.655|02 39 07.26 -34 45 03.2|19.36| 1.32|  70.0| 2.7| 0.49|0.05| 0.53|0.12|0.989| 71.1|1.0| 0.58|0.05
For-0599|9B  |4025.635|02 39 07.26 -34 45 03.2|19.36| 1.32|  71.3| 1.1| 0.45|0.03| 0.59|0.06|     |     |   |     |
For-0600|34B |3666.655|02 39 05.40 -34 45 24.8|19.34| 1.18|  53.4| 0.6| 0.53|0.03| 0.68|0.06|0.994| 53.5|0.6| 0.67|0.04
For-0600|9B  |4025.635|02 39 05.40 -34 45 24.8|19.34| 1.18|  54.9| 1.8| 0.46|0.04| 0.65|0.07|     |     |   |     |
For-0601|34B |3666.655|02 39 08.74 -34 45 30.9|18.80| 1.30|  48.3| 0.7| 0.50|0.04| 0.64|0.07|0.993|     |   |     |
For-0602|34B |3666.655|02 39 06.92 -34 46 14.5|19.12| 0.92|  55.7| 4.5| 0.40|0.06|-0.02|0.17|0.869|     |   |     |
For-0603|34B |3666.655|02 39 08.64 -34 46 54.7|19.11| 1.06|  58.7| 3.2| 0.36|0.04| 0.18|0.11|0.962| 55.3|1.0| 0.31|0.05
For-0603|9B  |4025.635|02 39 08.64 -34 46 54.7|19.11| 1.06|  55.0| 1.1| 0.36|0.03| 0.35|0.06|     |     |   |     |
For-0604|34B |3666.655|02 39 12.26 -34 47 53.6|19.42| 1.22|  37.3| 2.1| 0.43|0.04| 0.22|0.12|0.529| 36.6|1.4| 0.18|0.07
For-0604|9B  |4025.635|02 39 12.26 -34 47 53.6|19.42| 1.22|  36.0| 1.9| 0.34|0.04| 0.16|0.08|     |     |   |     |
For-0605|34B |3666.655|02 39 10.49 -34 50 47.3|19.37| 1.33|  79.9| 0.7| 0.43|0.03| 0.52|0.06|0.961|     |   |     |
For-0606|34B |3666.655|02 39 09.46 -34 51 22.8|19.51| 1.36|  66.0| 0.7| 0.49|0.03| 0.52|0.07|0.991|     |   |     |
For-0607|34B |3666.655|02 39 11.20 -34 44 28.4|18.64| 1.25|  78.4| 0.7| 0.49|0.03| 0.56|0.06|0.975| 78.3|0.4| 0.57|0.03
For-0607|9B  |4020.689|02 39 11.20 -34 44 28.4|18.64| 1.25|  78.3| 0.5| 0.51|0.01| 0.57|0.03|     |     |   |     |
For-0608|34B |3666.655|02 39 09.43 -34 44 47.5|18.95| 1.09|  63.7| 2.4| 0.34|0.05| 0.35|0.11|0.953| 65.3|1.1| 0.31|0.05
For-0608|9B  |4022.782|02 39 09.43 -34 44 47.5|18.95| 1.09|  62.4| 3.5| 0.43|0.07| 0.34|0.14|     |     |   |     |
For-0608|9B  |4025.635|02 39 09.43 -34 44 47.5|18.95| 1.09|  66.3| 1.4| 0.36|0.03| 0.30|0.07|     |     |   |     |
For-0609|34B |3666.655|02 39 11.00 -34 45 28.0|19.19| 1.15|  65.5| 0.7| 0.46|0.03| 0.59|0.06|0.993|     |   |     |
For-0610|34B |3666.655|02 39 14.44 -34 46 13.7|19.20| 1.24|  68.2| 0.8| 0.49|0.03| 0.56|0.06|0.989| 69.1|0.4| 0.52|0.03
For-0610|9B  |4020.689|02 39 14.44 -34 46 13.7|19.20| 1.24|  69.7| 0.5| 0.48|0.02| 0.48|0.05|     |     |   |     |
For-0610|9B  |4025.635|02 39 14.44 -34 46 13.7|19.20| 1.24|  67.5| 1.4| 0.42|0.03| 0.53|0.05|     |     |   |     |
For-0611|34B |3666.655|02 39 15.02 -34 49 01.1|19.18| 1.31|  53.2| 3.0| 0.15|0.11| 0.93|0.07|0.960|     |   |     |
For-0612|34B |3666.655|02 39 14.45 -34 49 45.3|19.36| 1.17|  56.0| 1.2| 0.50|0.04| 0.63|0.09|0.994|     |   |     |
For-0613|34B |3666.655|02 39 12.72 -34 52 15.3|19.14| 1.28|  49.8| 0.4| 0.50|0.02| 0.67|0.04|0.994|     |   |     |
For-0614|34B |3666.655|02 38 53.44 -35 00 48.4|19.36| 1.31|  73.3| 0.5| 0.51|0.02| 0.52|0.04|0.968| 73.8|0.4| 0.52|0.03
For-0614|70B |4027.820|02 38 53.44 -35 00 48.4|19.36| 1.31|  75.2| 0.8| 0.52|0.02| 0.51|0.06|     |     |   |     |
For-0615|34B |3666.655|02 38 45.67 -34 57 48.8|19.31| 1.11|  76.9| 0.6| 0.42|0.02| 0.45|0.05|0.911| 77.0|0.5| 0.42|0.04
For-0615|70B |4027.820|02 38 45.67 -34 57 48.8|19.31| 1.11|  77.5| 1.0| 0.36|0.02| 0.39|0.05|     |     |   |     |
For-0616|34B |3666.655|02 38 52.63 -34 56 36.0|19.22| 1.22|  22.1| 2.2| 0.33|0.03| 0.99|0.03|0.070| 24.6|2.0| 0.99|0.03
For-0616|70B |4027.820|02 38 52.63 -34 56 36.0|19.22| 1.22|  34.2| 4.3| 0.23|0.05| 0.98|0.05|     |     |   |     |
For-0617|34B |3666.655|02 38 56.82 -34 56 29.0|19.27| 1.26|  68.1| 1.0| 0.40|0.02| 0.34|0.05|0.936| 68.1|0.7| 0.37|0.04
For-0617|70B |4027.820|02 38 56.82 -34 56 29.0|19.27| 1.26|  68.1| 1.1| 0.41|0.03| 0.40|0.06|     |     |   |     |
For-0618|34B |3666.655|02 38 59.03 -34 55 33.7|19.29| 1.25|  43.6| 0.4| 0.51|0.02| 0.74|0.04|0.977| 43.9|0.3| 0.72|0.03
For-0618|70B |4027.820|02 38 59.03 -34 55 33.7|19.29| 1.25|  44.4| 0.6| 0.49|0.03| 0.70|0.05|     |     |   |     |
For-0619|34B |3666.655|02 38 57.95 -34 54 50.4|19.51| 1.35|  31.5| 0.7| 0.49|0.03| 0.45|0.06|0.861| 31.2|0.7| 0.46|0.05
For-0619|70B |4027.820|02 38 57.95 -34 54 50.4|19.51| 1.35|  30.1| 1.6| 0.42|0.03| 0.48|0.07|     |     |   |     |
For-0620|34B |3666.655|02 38 44.80 -34 59 14.2|19.29| 1.13|  68.5| 0.7| 0.44|0.03| 0.55|0.05|0.980| 67.8|0.6| 0.51|0.05
For-0620|70B |4027.820|02 38 44.80 -34 59 14.2|19.29| 1.13|  66.3| 1.1| 0.40|0.04| 0.35|0.10|     |     |   |     |
For-0621|34B |3666.655|02 38 38.15 -34 58 03.1|19.05| 1.27|  60.0| 0.4| 0.53|0.02| 0.71|0.03|0.986| 60.1|0.3| 0.72|0.03
For-0621|70B |4027.820|02 38 38.15 -34 58 03.1|19.05| 1.27|  60.6| 0.6| 0.54|0.03| 0.72|0.06|     |     |   |     |
For-0622|34B |3666.655|02 38 41.24 -34 52 57.8|19.37| 1.22|  73.5| 0.5| 0.53|0.03| 0.61|0.06|0.974|     |   |     |
For-0623|34B |3666.655|02 38 45.70 -34 52 21.4|18.86| 1.40|  64.2| 0.4| 0.51|0.02| 0.68|0.03|0.986|     |   |     |
For-0624|34B |3666.655|02 38 46.46 -34 51 49.9|19.21| 1.31|  46.8| 0.4| 0.54|0.02| 0.62|0.04|0.987|     |   |     |
For-0625|34B |3666.655|02 38 47.89 -34 50 59.8|19.14| 1.35|  65.7| 0.5| 0.47|0.02| 0.56|0.04|0.986|     |   |     |
For-0626|34B |3666.655|02 38 46.54 -34 50 15.5|19.01| 1.22|  67.0| 0.5| 0.42|0.02| 0.48|0.05|0.978|     |   |     |
For-0627|34B |3666.655|02 38 45.31 -34 49 18.2|19.09| 1.29|  58.3| 0.5| 0.38|0.02| 0.47|0.04|0.983|     |   |     |
For-0628|34B |3666.655|02 39 14.80 -34 43 51.7|19.39| 1.25|  49.3| 0.8| 0.54|0.03| 0.64|0.07|0.994| 49.4|0.6| 0.58|0.05
For-0628|9B  |4025.635|02 39 14.80 -34 43 51.7|19.39| 1.25|  49.4| 1.1| 0.55|0.03| 0.54|0.06|     |     |   |     |
For-0629|34B |3666.655|02 39 13.79 -34 44 13.8|19.01| 1.42|  54.8| 0.5| 0.47|0.03| 0.68|0.06|0.991| 54.6|0.5| 0.76|0.05
For-0629|9B  |4022.782|02 39 13.79 -34 44 13.8|19.01| 1.42|  51.7| 2.2|     |    | 0.90|0.09|     |     |   |     |
For-0629|9R  |4025.635|02 39 13.79 -34 44 13.8|19.01| 1.42|  50.2| 4.7| 0.13|0.19| 0.90|0.16|     |     |   |     |
For-0630|34B |3666.655|02 39 15.76 -34 45 37.7|18.95| 1.24|  32.2| 1.3| 0.48|0.06| 0.55|0.12|0.951|     |   |     |
For-0631|34B |3666.655|02 39 17.96 -34 47 05.2|18.94| 1.19|  54.8| 0.6| 0.39|0.03| 0.46|0.06|0.991| 54.8|0.6| 0.45|0.04
For-0631|9B  |4022.782|02 39 17.96 -34 47 05.2|18.94| 1.19|  54.5| 2.2| 0.57|0.05| 0.41|0.10|     |     |   |     |
For-0631|9B  |4025.635|02 39 17.96 -34 47 05.2|18.94| 1.19|  54.0| 3.0| 0.28|0.03| 0.45|0.06|     |     |   |     |
For-0632|34B |3666.655|02 39 18.15 -34 48 21.7|18.97| 1.14|  62.6| 0.6| 0.42|0.03| 0.60|0.05|0.994|     |   |     |
For-0633|34B |3666.655|02 39 16.65 -34 48 48.9|19.17| 1.25|  58.5| 0.6| 0.50|0.03| 0.53|0.07|0.994|     |   |     |
For-0634|34B |3666.655|02 39 18.14 -34 52 50.3|18.74| 1.19|  78.3| 0.8| 0.42|0.02| 0.49|0.05|0.965|     |   |     |
For-0635|34B |3666.655|02 39 19.94 -34 44 41.6|19.40| 1.23|  69.1| 2.5| 0.33|0.04| 0.22|0.10|0.898| 68.8|1.7| 0.27|0.06
For-0635|9B  |4025.635|02 39 19.94 -34 44 41.6|19.40| 1.23|  68.6| 2.3| 0.36|0.03| 0.29|0.07|     |     |   |     |
For-0636|34B |3666.655|02 39 22.04 -34 44 53.8|19.00| 1.36|  47.1| 0.6| 0.54|0.04| 0.74|0.08|0.986| 48.1|0.3| 0.79|0.03
For-0636|9B  |4020.689|02 39 22.04 -34 44 53.8|19.00| 1.36|  48.7| 0.4| 0.49|0.02| 0.80|0.03|     |     |   |     |
For-0637|34B |3666.655|02 39 24.74 -34 46 49.1|18.89| 1.19|  64.1| 0.7| 0.50|0.03| 0.59|0.06|0.993| 65.0|0.6| 0.56|0.04
For-0637|9B  |4022.782|02 39 24.74 -34 46 49.1|18.89| 1.19|  67.4| 1.2| 0.49|0.04| 0.52|0.07|     |     |   |     |
For-0638|34B |3666.655|02 39 24.76 -34 47 59.0|19.39| 1.20|  69.2| 1.4| 0.38|0.05| 0.41|0.11|0.981|     |   |     |
For-0639|34B |3666.655|02 39 25.89 -34 50 32.9|18.94| 1.33|  69.1| 0.4| 0.52|0.02| 0.76|0.04|0.985|     |   |     |
For-0640|34B |3666.655|02 39 20.12 -34 50 48.6|19.11| 1.07|  59.9| 0.9| 0.55|0.03| 0.56|0.08|0.994|     |   |     |
For-0641|34B |3666.655|02 39 20.18 -34 51 37.5|18.82| 1.32|  46.4| 0.5| 0.50|0.02| 0.76|0.04|0.988|     |   |     |
For-0642|34B |3666.655|02 39 05.61 -35 01 43.4|18.85| 1.29|  54.6| 0.4| 0.48|0.02| 0.61|0.04|0.990|     |   |     |
For-0643|34B |3666.655|02 39 11.48 -35 00 36.6|18.93| 1.13|  70.0| 0.7| 0.47|0.02| 0.51|0.05|0.979| 69.5|0.5| 0.52|0.04
For-0643|70B |4027.820|02 39 11.48 -35 00 36.6|18.93| 1.13|  69.0| 0.7| 0.49|0.03| 0.54|0.06|     |     |   |     |
For-0644|34B |3666.655|02 39 19.99 -34 59 16.5|19.30| 1.35|  64.5| 0.6| 0.43|0.03| 0.54|0.06|0.986| 64.4|0.6| 0.54|0.06
For-0644|70B |4027.820|02 39 19.99 -34 59 16.5|19.30| 1.35|  61.3| 4.0|     |    |     |    |     |     |   |     |
For-0645|34B |3666.655|02 39 12.83 -34 58 03.5|18.70| 1.27|  56.2| 0.6| 0.49|0.02| 0.51|0.05|0.983| 57.3|0.4| 0.46|0.03
For-0645|70B |4027.820|02 39 12.83 -34 58 03.5|18.70| 1.27|  58.5| 0.6| 0.46|0.02| 0.42|0.05|     |     |   |     |
For-0646|34B |3666.655|02 39 17.20 -34 57 24.1|18.79| 1.31|  73.4| 0.6| 0.43|0.02| 0.48|0.04|0.963|     |   |     |
For-0647|34B |3666.655|02 39 14.68 -34 55 48.3|19.14| 1.34|  57.4| 0.4| 0.53|0.02| 0.65|0.04|0.990| 57.1|0.4| 0.66|0.04
For-0647|70B |4027.820|02 39 14.68 -34 55 48.3|19.14| 1.34|  54.6| 1.1| 0.50|0.05| 0.69|0.09|     |     |   |     |
For-0648|34B |3666.655|02 38 59.99 -34 57 32.4|18.89| 1.43|  32.1| 0.4| 0.55|0.01| 0.71|0.03|0.908| 32.0|0.3| 0.70|0.02
For-0648|70B |4027.820|02 38 59.99 -34 57 32.4|18.89| 1.43|  31.6| 0.8| 0.54|0.03| 0.67|0.07|     |     |   |     |
For-0649|34B |3666.655|02 39 24.46 -34 44 40.9|18.86| 1.29|  52.1| 0.8| 0.49|0.03| 0.70|0.06|0.994| 51.6|0.6| 0.65|0.05
For-0649|9B  |4022.782|02 39 24.46 -34 44 40.9|18.86| 1.29|  50.6| 1.1| 0.53|0.04| 0.62|0.07|     |     |   |     |
For-0649|9R  |4025.635|02 39 24.46 -34 44 40.9|18.86| 1.29|  50.8| 2.1| 0.36|0.09| 0.51|0.16|     |     |   |     |
For-0650|34B |3666.655|02 39 25.99 -34 44 58.2|19.12| 1.17|  55.3| 3.7| 0.53|0.08| 0.46|0.20|0.995| 58.2|0.4| 0.62|0.03
For-0650|9B  |4020.689|02 39 25.99 -34 44 58.2|19.12| 1.17|  58.2| 0.4| 0.50|0.02| 0.62|0.04|     |     |   |     |
For-0651|34B |3666.655|02 39 29.30 -34 46 08.7|19.26| 1.32|  44.2| 2.8| 0.47|0.07| 0.52|0.15|0.988| 43.3|1.0| 0.51|0.06
For-0651|9B  |4022.782|02 39 29.30 -34 46 08.7|19.26| 1.32|  46.9| 1.5| 0.48|0.05| 0.52|0.11|     |     |   |     |
For-0651|9B  |4025.635|02 39 29.30 -34 46 08.7|19.26| 1.32|  38.1| 1.7| 0.42|0.03| 0.50|0.07|     |     |   |     |
For-0652|34B |3666.655|02 39 31.44 -34 49 36.3|19.13| 1.24|  74.2| 0.6| 0.50|0.03| 0.60|0.07|0.985| 74.7|0.5| 0.61|0.06
For-0652|592B|3666.797|02 39 31.44 -34 49 36.3|19.13| 1.24|  76.9| 1.2| 0.57|0.05| 0.65|0.10|     |     |   |     |
For-0653|34B |3666.655|02 39 35.25 -34 50 07.7|18.75| 1.28|  53.4| 0.4| 0.51|0.02| 0.76|0.04|0.991| 52.8|0.3| 0.76|0.03
For-0653|592B|3666.797|02 39 35.25 -34 50 07.7|18.75| 1.28|  51.9| 0.5| 0.53|0.03| 0.74|0.06|     |     |   |     |
For-0654|34B |3666.655|02 39 36.34 -34 50 38.8|19.22| 1.18|  41.4| 1.5| 0.49|0.04| 0.48|0.11|0.989| 41.8|0.9| 0.60|0.06
For-0654|592B|3666.797|02 39 36.34 -34 50 38.8|19.22| 1.18|  41.9| 1.1| 0.46|0.04| 0.65|0.07|     |     |   |     |
For-0655|34B |3666.655|02 39 41.02 -34 51 29.1|18.89| 1.44|  54.1| 0.8| 0.49|0.04| 0.66|0.07|0.994|     |   |     |
For-0656|34B |3666.655|02 39 35.17 -34 45 38.9|19.12| 1.17|  52.8| 2.7| 0.55|0.06| 0.66|0.12|0.995| 52.3|0.6| 0.59|0.05
For-0656|592B|3666.797|02 39 35.17 -34 45 38.9|19.12| 1.17|  52.6| 1.2| 0.53|0.05| 0.71|0.09|     |     |   |     |
For-0656|9B  |4022.782|02 39 35.17 -34 45 38.9|19.12| 1.17|  52.9| 2.1| 0.57|0.04| 0.36|0.15|     |     |   |     |
For-0656|9B  |4025.635|02 39 35.17 -34 45 38.9|19.12| 1.17|  52.1| 0.7| 0.55|0.03| 0.56|0.06|     |     |   |     |
For-0657|34B |3666.655|02 39 35.58 -34 47 00.0|19.25| 1.08|  52.3| 1.6| 0.45|0.04| 0.53|0.09|0.988| 50.6|1.3| 0.42|0.07
For-0657|592B|3666.797|02 39 35.58 -34 47 00.0|19.25| 1.08|  47.2| 2.3| 0.40|0.04| 0.25|0.11|     |     |   |     |
For-0658|34B |3666.655|02 39 39.41 -34 48 38.5|18.99| 1.25|  44.9| 2.4| 0.55|0.06| 0.55|0.15|0.994| 48.5|0.5| 0.60|0.06
For-0658|592B|3666.797|02 39 39.41 -34 48 38.5|18.99| 1.25|  48.7| 0.5| 0.50|0.03| 0.61|0.07|     |     |   |     |
For-0659|34B |3666.655|02 39 42.57 -34 49 03.6|19.13| 1.04|  74.3| 1.3| 0.31|0.04| 0.43|0.07|0.965| 74.7|1.2| 0.41|0.06
For-0659|592B|3666.797|02 39 42.57 -34 49 03.6|19.13| 1.04|  76.2| 2.5| 0.46|0.04| 0.39|0.10|     |     |   |     |
For-0660|34B |3666.655|02 39 51.04 -34 50 32.0|18.66| 1.23|  46.6| 2.5| 0.46|0.06| 0.44|0.13|0.987|     |   |     |
For-0661|34B |3666.655|02 39 53.34 -34 51 53.8|18.87| 1.17|  43.8| 1.8| 0.47|0.04| 0.46|0.09|0.990| 46.0|0.6| 0.50|0.05
For-0661|592B|3666.797|02 39 53.34 -34 51 53.8|18.87| 1.17|  46.3| 0.7| 0.35|0.03| 0.51|0.06|     |     |   |     |
For-0662|34B |3666.655|02 39 48.97 -34 51 56.8|18.88| 1.22|  53.4| 1.7| 0.38|0.03| 0.46|0.07|0.990| 53.2|0.8| 0.44|0.05
For-0662|592B|3666.797|02 39 48.97 -34 51 56.8|18.88| 1.22|  53.1| 0.9| 0.42|0.03| 0.41|0.08|     |     |   |     |
For-0663|34B |3666.655|02 39 48.61 -34 58 33.5|19.40| 1.30|  80.2| 2.8| 0.54|0.05| 0.29|0.15|0.823|     |   |     |
For-0664|34B |3666.655|02 39 43.64 -34 57 20.3|19.02| 1.34|  38.2| 1.9| 0.52|0.06| 0.43|0.17|0.943|     |   |     |
For-0665|34B |3666.655|02 39 45.94 -34 57 22.1|19.09| 1.28|  50.1| 0.7| 0.47|0.03| 0.69|0.06|0.987|     |   |     |
For-0666|34B |3666.655|02 39 36.53 -34 55 39.9|18.98| 1.24|  68.0| 0.4| 0.54|0.02| 0.84|0.03|0.971|     |   |     |
For-0667|34B |3666.655|02 39 53.50 -34 54 51.7|19.25| 1.08|  44.7| 1.3| 0.40|0.03| 0.59|0.07|0.991|     |   |     |
For-0668|34B |3666.655|02 39 35.09 -34 53 53.1|18.86| 1.26|  54.0| 0.5| 0.57|0.02| 0.67|0.04|0.994|     |   |     |
For-0669|34B |3666.655|02 39 44.51 -34 53 44.8|19.24| 1.20|  57.4| 0.8| 0.46|0.03| 0.61|0.07|0.995| 57.7|0.7| 0.59|0.06
For-0669|592B|3666.797|02 39 44.51 -34 53 44.8|19.24| 1.20|  61.9| 2.6| 0.31|0.06| 0.52|0.12|     |     |   |     |
For-0670|34B |3666.655|02 39 26.94 -34 57 41.6|19.25| 1.17|  65.0| 1.0| 0.36|0.03| 0.47|0.07|0.956| 65.2|0.7| 0.38|0.05
For-0670|70B |4027.820|02 39 26.94 -34 57 41.6|19.25| 1.17|  65.5| 1.1| 0.35|0.03| 0.24|0.08|     |     |   |     |
For-0671|34B |3666.655|02 39 19.92 -34 54 32.4|19.01| 1.08|  68.7| 1.8| 0.38|0.04| 0.26|0.08|0.922|     |   |     |
For-0672|34B |3666.655|02 39 29.93 -34 54 15.0|19.17| 1.03|  63.5| 1.4| 0.48|0.06| 0.50|0.18|0.990|     |   |     |
For-0673|34B |3666.655|02 39 31.54 -34 53 10.0|18.88| 1.36|  61.7| 0.5| 0.55|0.03| 0.80|0.05|0.987|     |   |     |
For-0674|34R |3666.655|02 38 46.53 -35 01 22.5|18.33| 1.50|  92.9| 4.2| 0.32|0.05| 0.70|0.10|0.507| 90.5|2.8| 0.73|0.03
For-0674|70B |4027.820|02 38 46.53 -35 01 22.5|18.33| 1.50|  88.7| 3.6| 0.27|0.02| 0.74|0.03|     |     |   |     |
For-0675|34R |3666.655|02 38 44.73 -35 00 03.4|18.66| 1.24|  57.9| 1.7| 0.47|0.03| 0.60|0.10|0.990| 59.5|0.4| 0.62|0.03
For-0675|70B |4027.820|02 38 44.73 -35 00 03.4|18.66| 1.24|  59.5| 0.4| 0.49|0.02| 0.63|0.03|     |     |   |     |
For-0676|34R |3666.655|02 38 39.01 -34 59 10.0|18.64| 1.29|  66.3| 3.8| 0.44|0.04| 0.59|0.10|0.976| 67.5|0.5| 0.47|0.04
For-0676|70B |4027.820|02 38 39.01 -34 59 10.0|18.64| 1.29|  67.6| 0.5| 0.46|0.02| 0.45|0.04|     |     |   |     |
For-0677|34R |3666.655|02 38 28.85 -34 58 46.0|18.73| 1.42|  84.3| 2.6| 0.42|0.05| 0.54|0.11|0.803| 84.1|0.5| 0.68|0.03
For-0677|70B |4027.820|02 38 28.85 -34 58 46.0|18.73| 1.42|  84.1| 0.5| 0.54|0.01| 0.69|0.03|     |     |   |     |
For-0678|34R |3666.655|02 38 30.07 -34 58 25.8|18.75| 1.52|  45.3| 2.2| 0.48|0.05| 0.77|0.11|0.977| 52.1|0.4| 0.71|0.03
For-0678|70B |4027.820|02 38 30.07 -34 58 25.8|18.75| 1.52|  52.4| 0.4| 0.57|0.02| 0.71|0.03|     |     |   |     |
For-0679|34R |3666.655|02 38 46.15 -34 55 57.3|18.54| 1.46|  51.4| 1.1| 0.44|0.03| 0.69|0.09|0.984| 52.2|0.3| 0.75|0.03
For-0679|70B |4027.820|02 38 46.15 -34 55 57.3|18.54| 1.46|  52.3| 0.4| 0.56|0.01| 0.75|0.03|     |     |   |     |
For-0680|34R |3666.655|02 39 04.65 -34 47 28.6|18.79| 1.44|  58.7| 1.7| 0.49|0.04| 0.69|0.10|0.994| 55.6|0.7| 0.67|0.06
For-0680|9B  |4022.782|02 39 04.65 -34 47 28.6|18.79| 1.44|  55.7| 0.8| 0.46|0.04| 0.66|0.08|     |     |   |     |
For-0680|9R  |4025.635|02 39 04.65 -34 47 28.6|18.79| 1.44|  53.5| 1.3| 0.29|0.08| 0.66|0.11|     |     |   |     |
For-0681|34R |3666.655|02 39 09.11 -35 02 10.7|18.71| 1.39|  66.7| 2.3| 0.48|0.06| 0.77|0.12|0.950| 69.1|0.6| 0.83|0.05
For-0681|70B |4027.820|02 39 09.11 -35 02 10.7|18.71| 1.39|  69.3| 0.7| 0.48|0.03| 0.84|0.05|     |     |   |     |
For-0682|34R |3666.655|02 38 57.78 -34 59 58.7|18.26| 1.40|  68.5| 1.3| 0.41|0.03| 0.50|0.09|0.976| 69.4|0.5| 0.49|0.03
For-0682|70B |4027.820|02 38 57.78 -34 59 58.7|18.26| 1.40|  69.5| 0.5| 0.47|0.01| 0.49|0.03|     |     |   |     |
For-0683|34R |3666.655|02 39 17.85 -34 59 05.6|18.41| 1.57|  48.9| 1.2| 0.43|0.03| 0.67|0.09|0.988| 51.1|0.4| 0.67|0.03
For-0683|70B |4027.820|02 39 17.85 -34 59 05.6|18.41| 1.57|  51.4| 0.4| 0.60|0.01| 0.67|0.03|     |     |   |     |
For-0684|34R |3666.655|02 38 53.19 -34 59 02.9|18.47| 1.46|  57.8| 1.3| 0.48|0.03| 0.59|0.10|0.986| 58.6|0.4| 0.72|0.03
For-0684|70B |4027.820|02 38 53.19 -34 59 02.9|18.47| 1.46|  58.7| 0.4| 0.54|0.02| 0.74|0.04|     |     |   |     |
For-0685|34R |3666.655|02 39 46.09 -34 49 44.9|18.74| 1.38|  79.9| 4.1| 0.44|0.06| 0.55|0.13|0.958| 81.4|0.5| 0.67|0.04
For-0685|592B|3666.797|02 39 46.09 -34 49 44.9|18.74| 1.38|  81.5| 0.5| 0.55|0.02| 0.68|0.04|     |     |   |     |
For-0686|34R |3666.655|02 39 45.76 -34 50 09.2|18.71| 1.31|  54.6| 6.3| 0.46|0.08| 0.53|0.17|0.990| 57.6|0.7| 0.78|0.06
For-0686|592B|3666.797|02 39 45.76 -34 50 09.2|18.71| 1.31|  57.6| 0.7| 0.56|0.03| 0.81|0.06|     |     |   |     |
